Name,Sex,Bodyweight,Age,Squat,Bench,Deadlift,Total
Zachary Backauskas,M,90,18,227.5,140,285,652.5
Rodney Khuu,M,88.5,25,227.5,147.5,257.5,632.5
Steven Hoadley,M,89.5,23,217.5,150,245,612.5
Nolan Anderson,M,87.2,19,202.5,135,252.5,590
Benjamin Wilson #1,M,88.8,23,215,125,225,565
Randy Durr,M,84.3,20,205,122.5,220,547.5
Conner Warren,M,88.7,22,192.5,132.5,215,540
Mark Land,M,88.4,21,185,110,230,525
Logan Davis,M,83.4,19,185,115,210,510
James Pietrangelo,M,89.4,19,157.5,107.5,227.5,492.5
Wesley McKnight,M,88.6,22,175,122.5,192.5,490
James Rainone,M,85.8,21,150,122.5,192.5,465
Jarred Raab,M,88.7,19,132.5,95,172.5,400
Vanden Grube,M,98.9,21,286,160,317.5,763.5
Matthew Maloney,M,94.6,22,257.5,170,255,682.5
Ethan Sheppard,M,95.4,20,215,155,290,660
Michael Meier,M,97.5,22,232.5,162.5,265,660
Ben Chafin,M,95.4,21,240,147.5,265,652.5
Sam Johnson #2,M,98.1,23,232.5,172.5,242.5,647.5
Ike Blankenship,M,96.1,20,227.5,142.5,240,610
Robert Lawson,M,100,19,200,105,255,560
Noah Cornett,M,93.5,20,187.5,122.5,235,545
Nicholas James,M,97.5,19,175,127.5,227.5,530
Matthew McGuire,M,98.2,20,182.5,120,222.5,525
Gabe Overton,M,104.5,19,275,195,275,745
Evan Morcom,M,104.5,20,252.5,172.5,292.5,717.5
Philip Powers,M,104.8,20,262.5,147.5,300,710
Julian Meares,M,104,21,220,165,305,690
Nick Pritts,M,104.6,21,220,165,277.5,662.5
Avery Elifritz,M,106,23,210,145,240,595
Sean Redinger,M,100.6,30,192.5,142.5,220,555
Alexander Burgess,M,122.2,24,290,192.5,277.5,760
Vinny Pospisil,M,123.1,21,265,187.5,282.5,735
Grant Judy,M,110.5,20,240,155,255,650
Christopher Hooks,M,123.1,24,205,117.5,240,562.5
Andrew Garcia,M,112.2,21,187.5,127.5,245,560
Stephen Oberle,M,121.3,20,155,115,215,485
Phillip Carr,M,125.8,30,252.5,187.5,272.5,712.5
Joshua Biernacki,M,128.6,27,272.5,147.5,260,680
Zachary Thompson,M,161.5,23,255,187.5,265,707.5
Derick Douglas,M,143.8,22,240,157.5,287.5,685
Jodie Du,F,48,26,82.5,50,110,242.5
Keilani Ando,F,49.9,23,100,55,130,285
Stephanie McCullough,F,56,22,127.5,70,142.5,340
Sarah Strong,F,55.3,30,115,65,147.5,327.5
Sarah Runkle,F,55.7,32,100,60,135,295
Alyssa Wu,F,58.2,23,140,75,150,365
Anne Escobedo,F,57.3,29,125,62.5,137.5,325
Mina Tran,F,57.3,36,115,60,127.5,302.5
Sicily Easley,F,66.4,46,137.5,95,172.5,405
Michelle Leu,F,64.2,28,132.5,80,165,377.5
Aubrey Yip,F,66.3,25,130,75,150,355
Evelyn Knight,F,63.4,48,125,75,140,340
Mireya Lopez,F,72.2,22,142.5,72.5,167.5,382.5
Holyn Handley,F,74.2,24,135,75,167.5,377.5
Monique Harris,F,87.7,42,152.5,82.5,197.5,432.5
Abbey Prunier,F,118.2,24,177.5,85,182.5,445
Mark Anzalone,M,55.5,20,137.5,110,195,442.5
Kevin Emboltura,M,58.1,27,190,120,202.5,512.5
Melvin Caballero,M,67.1,26,180,142.5,222.5,545
Joel Valdez,M,66.8,21,170,130,240,540
Kristof Amper,M,67.2,24,165,102.5,220,487.5
Zach Niezgodski,M,64.7,28,160,105,170,435
Andrew Ha,M,73.3,21,212.5,135,302.5,650
Ramon Mendez,M,73.8,23,232.5,137.5,245,615
Jim Yoh,M,73.6,27,162.5,137.5,247.5,547.5
Ignacio Cervantes,M,69.8,43,152.5,110,210,472.5
Danny Sre,M,82.1,30,245,190,282.5,717.5
AJ Prapavat,M,81.2,31,252.5,177.5,275,705
Damon Bly,M,80.5,30,225,150,282.5,657.5
Miguel Valtierra,M,81,22,182.5,137.5,227.5,547.5
Heath Walker,M,88.5,25,272.5,175,280,727.5
Joe Francisco #1,M,88.1,27,250,150,275,675
Daryl Williams,M,88.3,37,190,155,275,620
James Lima,M,87.2,32,185,122.5,250,557.5
Ollie Meadows,M,96.2,35,257.5,195,310,762.5
Justin Kalkin,M,97.4,22,257.5,172.5,282.5,712.5
Luis Gonzalez,M,98.5,36,227.5,172.5,295,695
Kyle Britt,M,99,26,235,140,317.5,692.5
Isidro Solis,M,95.9,37,237.5,157.5,255,650
Ray John Rivera,M,98.5,20,237.5,145,250,632.5
Jesus Hernandez #1,M,97.3,38,202.5,180,230,612.5
Emmanuel Hernandez #1,M,104.4,33,220,165,275,660
Justin Trias,M,108.1,25,227.5,142.5,257.5,627.5
Rowell Dingle,M,107.4,25,227.5,150,237.5,615
Chris Mckenna,M,108.1,35,202.5,157.5,245,605
Josh Spaeth,M,123.8,37,367.5,217.5,342.5,927.5
Joel Baiz,M,125,33,272.5,202.5,282.5,757.5
Ronnie Castro,M,124.5,37,255,155,282.5,692.5
Oscar Gadea,M,117.6,29,252.5,182.5,225,660
Lisa Abarca,F,47.1,23,92.5,65,125,282.5
Gabriela De Los Santos,F,55.6,23,107.5,45,137.5,290
Deanna Lopez,F,60,25,140,80,172.5,392.5
Lourdes Meraz,F,59.5,31,115,60,155,330
Gabriela Cedillo,F,59.6,24,110,57.5,132.5,300
Andrea Gonzalez,F,67,27,150,75,165,390
Aimee Hale,F,66.1,39,122.5,67.5,167.5,357.5
Yolanda Presswood,F,65.2,42,132.5,65,145,342.5
Christina Ramos,F,67.3,28,120,57.5,155,332.5
Karla Rodas,F,67,24,125,60,137.5,322.5
Sandy Banos,F,67.3,29,102.5,52.5,145,300
Kassandra Shelby Kappelin,F,70.1,32,160,85,195,440
Jessica Doan,F,73.5,21,135,60,157.5,352.5
Rosaura Pagan,F,74.6,28,140,67.5,137.5,345
Stephanie Morrow,F,74.3,32,112.5,60,150,322.5
Marisela Avena,F,81.6,31,137.5,52.5,152.5,342.5
Susan Chambers,F,86.9,31,155,92.5,187.5,435
Monique Harris,F,87.7,41,147.5,80,182.5,410
Sydney Singson,F,92.5,22,167.5,90,191,448.5
Amador Rios,M,59.6,28,147.5,97.5,210,455
Silvio Pham,M,59.9,23,162.5,77.5,167.5,407.5
Henry Diaz,M,60.8,23,182.5,105,227.5,515
Joel Valdez,M,67.1,21,165,115,235,515
Ryan Faune,M,67.3,23,170,105,207.5,482.5
Kristof Amper,M,67,24,155,95,215,465
Sassan Khatibloo,M,74.9,25,210,145,242.5,597.5
Michael Sebastian,M,74.4,25,187.5,122.5,217.5,527.5
Nathan Cabading,M,74.8,22,192.5,110,220,522.5
Paris Dong,M,69.9,17,165,120,230,515
Bao-Tam Nguyen,M,73.6,24,192.5,102.5,220,515
Jim Yoh,M,73.7,26,155,117.5,237.5,510
Kurtis Randall,M,74.5,27,165,110,230,505
Joseph Cheadle,M,73,25,165,110,220,495
Tyler Gregory,M,73.8,30,142.5,110,202.5,455
Johnny Mejia,M,81.2,24,247.5,162.5,242.5,652.5
Brian Nguyen,M,81.9,20,212.5,115,310.5,638
Matthew Corral,M,80.7,29,195,125,230,550
Ejay Yuan,M,77.6,24,187.5,110,215,512.5
Emad Albalas,M,82.1,25,175,120,207.5,502.5
LaDell Erby,M,88.2,30,227.5,147.5,320,695
Joe Francisco #1,M,88.5,26,242.5,142.5,270,655
Oscar Castro,M,88.5,34,195,147.5,247.5,590
Jose Rojas,M,88.9,32,185,120,245,550
Wes Whiting,M,89.1,31,200,115,235,550
Chris Hardesty,M,86.7,31,155,127.5,200,482.5
Adrian Carrillo,M,98,24,240,145,252.5,637.5
Eric Hernandez,M,100,25,215,147.5,275,637.5
Antonio Squillante,M,98.9,31,212.5,135,225,572.5
Gabriel Gonzalez,M,97.7,27,192.5,135,237.5,565
Nick Squires,M,104.1,32,255,165,285,705
Peter Schaefer,M,110,24,242.5,135,237.5,615
Phongsathorn Churnakoses,M,146.2,37,212.5,177.5,257.5,647.5
Loren Ouellette,M,146.1,35,200,127.5,272.5,600
Nathaniel Hobson,M,163.5,42,200,152.5,220,572.5
Angel Snyder,F,58.3,31,120,62.5,140,322.5
Heather Mcconnell,F,59.5,36,92.5,57.5,117.5,267.5
Amber Collins,F,65.6,24,122.5,50,127.5,300
Erin Olson,F,62.4,24,72.5,42.5,117.5,232.5
Laurie Fish,F,71.2,39,115,72.5,127.5,315
Neldyn Cochran,F,70.6,28,92.5,45,102.5,240
Mollie Filipe,F,80.4,32,137.5,72.5,172.5,382.5
Beth Brewer,F,79,40,75,55,125,255
Autumn Howells,F,85.9,37,142.5,70,142.5,355
Tarissa Richardson,F,127.3,32,117.5,87.5,162.5,367.5
Lauren Crees,F,97.6,27,125,70,167.5,362.5
Tracy Richardson,F,104,45,107.5,62.5,137.5,307.5
Linsey Gerber,F,92.2,27,112.5,60,120,292.5
Brian Johnson,M,75,34,127.5,82.5,165,375
Chris Cipriani,M,81.5,23,182.5,120,232.5,535
Bryan Ayala,M,80.2,21,122.5,67.5,122.5,312.5
Thomas Pfahler,M,89,33,140,110,167.5,417.5
Justin Muller,M,98.7,34,200,120,227.5,547.5
Ian Sharp,M,100.7,24,165,105,222.5,492.5
Brad Shellman,M,108.3,34,132.5,85,142.5,360
Tom Anderson,M,123.2,25,265,175,285,725
Amy Cordero,F,53.5,35,102.5,55,132.5,290
Katherine Katafias,F,58.8,25,127.5,75,160,362.5
Elizabeth Spitdowski,F,56.4,33,145,75,140,360
Valerie Smith #1,F,65.6,44,127.5,87.5,177.5,392.5
Brian Smith,M,81.9,39,227.5,170,245,642.5
Colton Collins,M,87.6,25,247.5,142.5,262.5,652.5
Christopher Gioe,M,87.5,27,150,137.5,197.5,485
Cardell Oliver,M,99.9,40,285,182.5,325,792.5
Antuavius Robinson,M,94.1,28,260,170,277.5,707.5
Eric Levy,M,98.9,45,217.5,127.5,270,615
Ernest Taylor,M,90.7,33,195,147.5,230,572.5
Ethan Ryan,M,94.2,21,205,100,215,520
Caleb Tarleton,M,102.9,27,167.5,122.5,177.5,467.5
Julian Barton,M,136.2,27,300,192.5,272.5,765
Ty Coker,M,144.9,25,287.5,170,260,717.5
Alison Shuman,F,49.5,41,87.5,47.5,137.5,272.5
Irene Truong,F,65.8,29,112.5,60,137.5,310
Elizabeth Schimpff,F,66.7,33,105,67.5,130,302.5
Stephanie Lopez,F,66.5,32,102.5,47.5,125,275
Andi O'Connor,F,63.8,30,100,50,112.5,262.5
Melissa Sergent,F,64.8,28,90,47.5,125,262.5
Makenzie Hardman,F,64.7,25,90,47.5,115,252.5
Amy Thompson,F,68.5,43,65,45,102.5,212.5
Andrea Marquez,F,81.8,26,167.5,95,187.5,450
Christine Musgrove,F,108.6,32,167.5,95,170,432.5
Joshua Chayot,M,64.1,29,107.5,52.5,152.5,312.5
Steve Mar,M,70,31,207.5,135,242.5,585
Paul Mendoza,M,73.2,29,192.5,115,235,542.5
Patrick Adriano,M,73.5,31,157.5,122.5,205,485
Patric Birdsong,M,79.8,29,207.5,130,232.5,570
Cody Duca,M,88.7,30,210,177.5,245,632.5
Travis Elwell,M,88.4,28,220,142.5,245,607.5
Damian Voland,M,87.8,21,220,130,255,605
Andres Paniagua,M,88.9,41,185,140,240,565
Andranik Nokhudyan,M,96.2,23,207.5,150,227.5,585
James Minnock,M,96.9,52,205,122.5,205,532.5
Joseph Fisher,M,104,25,240,160,285,685
Tim Fitzgerald,M,107,48,137.5,130,185,452.5
Jessica Brown #6,F,44.5,28,62.5,37.5,92.5,192.5
Jessica Easterday,F,51.2,31,47.5,40,92.5,180
Selene Williams,F,66.6,46,107.5,90,177.5,375
Ardra Jarvis,F,65.8,44,107.5,70,175,352.5
Maria Galick,F,81.8,33,147.5,80,150,377.5
Courtney Fox,F,79.3,27,117.5,67.5,127.5,312.5
Victoria O'Reilly,F,89.5,26,137.5,75,167.5,380
Kimberly Keen,F,99.7,27,87.5,55,132.5,275
Jamie Van Buiten,F,99.8,27,80,42.5,127.5,250
Carl Garcia,M,74.7,24,192.5,120,247.5,560
Diego Luque,M,74.7,26,170,122.5,192.5,485
Michael Kaloyerakis,M,87.1,19,192.5,127.5,240,560
Cody Passaro,M,89.5,28,190,115,235,540
Brandon Crooks,M,87.5,24,185,110,192.5,487.5
Christian Abreu,M,84.9,25,175,97.5,205,477.5
David Bolanos,M,98.6,28,220,147.5,237.5,605
Zach Newman,M,91.2,25,170,125,167.5,462.5
Sean Hickman,M,106.1,30,217.5,132.5,272.5,622.5
Nino Ramos,M,109.9,34,202.5,125,235,562.5
Eric Began,M,104.4,34,200,130,230,560
Andrew Fox,M,123.6,30,275,182.5,267.5,725
Mauricio Galvan,M,125.5,24,217.5,155,247.5,620
Desiree Lucero,F,43,23,62.5,45,100,207.5
Natalie Do,F,47.2,22,122.5,55,160,337.5
Raishel Phares,F,50.4,28,115,75,152.5,342.5
Stevie Seeley,F,51.2,28,117.5,72.5,142.5,332.5
Tamara Stromberg,F,51.2,41,122.5,60,140,322.5
Julie Billups,F,49,43,105,62.5,137.5,305
Ginger Burton,F,51.6,46,83,85,120,288
Shannon Castiglione,F,49.6,41,85,47.5,122.5,255
Simone Thomas,F,53.9,28,130,77.5,165,372.5
Francesca Paraz,F,53.8,25,120,80,152.5,352.5
Caitlin Delmore,F,55,28,132.5,70,147.5,350
Debi Stoliar,F,54.8,39,127.5,62.5,147.5,337.5
Magnolia Centeno,F,56,44,107.5,67.5,157.5,332.5
Leticia Rivas,F,53.4,25,115,62.5,142.5,320
Kelsie Feagan,F,56,28,92.5,55,150,297.5
Alysan Casey,F,52.3,22,107.5,57.5,127.5,292.5
Elena Lopez,F,53.8,23,107.5,50,125,282.5
Deanna Lopez,F,58.2,26,147.5,82.5,177.5,407.5
Deanna Clegg,F,58.8,28,142.5,92.5,155,390
Sarah Paxton,F,59.2,27,150,82.5,155,387.5
Leilana Tupua-Rodriguez,F,59.4,24,142.5,82.5,147.5,372.5
Elizabeth Spitdowski,F,59.6,34,145,85,142.5,372.5
Sarah Hocking,F,57.6,28,120,77.5,172.5,370
Natasha Beasley,F,60,36,107.5,77.5,175,360
Denise Portillo,F,59.2,26,120,62.5,170,352.5
Emma Bernabe,F,59.6,23,122.5,70,160,352.5
Yolanda Presswood,F,59.8,42,130,67.5,155,352.5
Lindsey Taylor,F,56.9,30,120,77.5,137.5,335
Alessandra Molina,F,57.8,19,117.5,70,145,332.5
Megan Kaus,F,59,21,137.5,55,137.5,330
Diana Godinez,F,57.3,25,107.5,62.5,142.5,312.5
Elle Bandy,F,59,32,120,62.5,130,312.5
Zyra Fortes,F,59.5,34,112.5,60,137.5,310
Tara Romero,F,59.2,35,120,67.5,120,307.5
Becky Hammon,F,59.6,49,100,60,130,290
Andrea O'Connor,F,59.3,30,110,57.5,117.5,285
Anna Dey,F,59.4,31,97.5,57.5,130,285
Lisa Courtney,F,58.4,55,102.5,60,112.5,275
Elizabeth Salib,F,58.6,36,85,57.5,110,252.5
Miriam Lawrence,F,58.8,52,90,52.5,105,247.5
Alicia Merrill,F,57.8,28,82.5,57.5,102.5,242.5
Steph Powell,F,66.8,31,177.5,87.5,227.5,492.5
Jennifer Thacker,F,65.7,26,142.5,77.5,192.5,412.5
Heather Clark,F,66,32,150,72.5,182.5,405
Kelly O'Brien,F,63.8,35,150,90,155,395
Nicole Pompei,F,66.4,27,130,95,160,385
Sara Silva,F,64.7,25,150,87.5,145,382.5
Hannah Polly,F,60.8,26,137.5,77.5,165,380
Nicola Adamchik,F,66.6,39,137.5,75,165,377.5
Aimee Hale,F,64.8,40,130,70,175.5,375.5
Sara Jones,F,66.2,51,135,75.5,155,365.5
Irene Truong,F,66.3,30,122.5,67.5,152.5,342.5
Isabel Teich,F,66.4,17,127.5,70,145,342.5
Danielle Durochik,F,67.4,27,120,60,160,340
Genesis Herrera,F,60.8,21,125,52.5,155,332.5
Itzel Volino,F,66.7,25,122.5,60,150,332.5
Rebecca Foster,F,66,26,107.5,55,155,317.5
Celia Gomez,F,66.2,29,112.5,60,140,312.5
Jenna Geibel,F,66.8,28,107.5,62.5,142.5,312.5
Lulu Sheek,F,64,22,100,72.5,137.5,310
Erin Coughlan,F,67.2,26,105,52.5,147.5,305
Ariel Deleon,F,66.4,24,115,62.5,125,302.5
Taylor Newquist,F,64.6,24,110,52.5,132.5,295
Chandler Babb,F,68.5,26,167.5,100,227.5,495
Kelsey Perrault,F,74,26,167.5,92.5,210,470
Tiffany Savage,F,74.6,26,152.5,112.5,197.5,462.5
Cynthia Browning,F,73.3,49,135,105,185,425
Keandra McGarr,F,71.2,28,132.5,80,170,382.5
Alicia Neblett,F,75,38,130,87.5,165,382.5
Megan Miller,F,74.8,24,150,65,160,375
Stephanie Dietz,F,73.6,33,127.5,85,157.5,370
Kelly McCarthy,F,73.6,29,142.5,80,145,367.5
Sophia Cabrera,F,71.4,29,130,80,152.5,362.5
Elisabeth Saunders,F,72.5,39,135,70,152.5,357.5
Kaylee Cavins,F,74.7,18,142.5,67.5,147.5,357.5
Rosaura Pagan,F,74,28,142.5,70,140,352.5
Elizabeth Taylor,F,71.5,26,122.5,75,145,342.5
Sarah Zeh,F,74.6,26,125,67.5,142.5,335
Chari Hensler,F,71.8,39,115,65,145,325
Elizabeth Doernhoefer,F,72.6,25,110,60,140,310
Chelsi Dale,F,71.8,28,97.5,57.5,137.5,292.5
Holly Boney,F,73.4,29,105,57.5,120,282.5
Jeanie Shellman,F,80.9,36,177.5,105.5,210,493
Brittainy Chown,F,81.4,28,185,80,205,470
Lindsay Richman,F,79.2,25,172.5,80,182.5,435
Susan Chambers,F,81,31,152.5,87.5,195,435
Jillian Clark #1,F,80,29,157.5,90,170,417.5
Amber Burns,F,81.5,31,157.5,87.5,170,415
Nashali Covello,F,78.3,26,162.5,75,167.5,405
Folasade Adebayo,F,80.7,28,147.5,92.5,165,405
Bailey Knudtson,F,81,29,150,85,170,405
Jakie Moton,F,81.6,27,147.5,75,175,397.5
Josephine Floyd,F,82,31,142.5,75,167.5,385
Dakota Duffy,F,80.1,27,147.5,65,160,372.5
Carleen Cuevas,F,81.9,29,130,67.5,160,357.5
Brittany Turner,F,78.7,28,125,72.5,150,347.5
Helen Murphy,F,79.8,15,140,62.5,132.5,335
Kristyn Whisman,F,81,35,120,65,150,335
Linda Arvey,F,80.8,68,110,72.5,150,332.5
Michelle Perez,F,89.8,28,160,70,180,410
Jolene Santee,F,86.2,41,140,92.5,175,407.5
Christina Tupper,F,89.2,31,160,82.5,162.5,405
Jacqueline Coleman,F,85.7,32,137.5,67.5,167.5,372.5
Conswella Bennett,F,88.4,45,120,77.5,170,367.5
Julia Tomascheski,F,88.8,27,132.5,80,155,367.5
Sherry Phay,F,83.3,45,120,85,147.5,352.5
Chloe Vroman,F,89.4,24,117.5,75,137.5,330
Kimberly Einstein #1,F,130,35,180,112.5,202.5,495
Sarah Webb,F,118,29,172.5,105,185,462.5
Christine Musgrove,F,112.8,33,180,100,175,455
Sydney Singson,F,96.2,23,170,92.5,180,442.5
Elizabeth Topalian,F,102.4,33,167.5,107.5,165,440
Tammra Fisher,F,141.6,32,177.5,95,167.5,440
Carson Stradford,F,124.3,38,157.5,90,182.5,430
Erin Barrientos,F,103.8,26,165,92.5,162.5,420
Josephine Johnson,F,120.2,24,167.5,70,182.5,420
Kelsey Brown #1,F,134,22,190,67.5,162.5,420
Martina Rodriguez,F,126.6,25,172.5,72.5,172.5,417.5
Jeana Jenkins,F,98.8,32,152.5,82.5,180,415
Tristin Williams,F,94.2,38,162.5,87.5,160,410
Karly Kaufman,F,115.2,28,147.5,62.5,197.5,407.5
Makailuh Morrison,F,170.9,23,142.5,75,162.5,380
Marissa Heeb,F,93.6,25,145,70,160,375
Bao Huynh,M,59,33,180,130,205,515
Justin Bonaparte,M,58.1,23,187.5,100,215,502.5
Cody Lawrence,M,58.8,20,175,117.5,175,467.5
Michael Shin,M,59.4,31,147.5,102.5,175,425
Joshua Lipp,M,66.5,21,167.5,127.5,240,535
Joel Valdez,M,66,22,167.5,125,235,527.5
Stephen Do,M,66.2,30,177.5,125,142.5,445
William Pham,M,74.6,21,220,137.5,270,627.5
Johnathan McCarthy,M,75,29,200,157.5,252.5,610
Hector Vaca,M,74.2,21,205,140,230,575
Mu Tsai Fang,M,74,35,185,140,245,570
Samuel Yoon,M,73,25,192.5,117.5,247.5,557.5
Bao-Tam Nguyen,M,73.6,24,192.5,110,227.5,530
Daniel SooHoo,M,73.9,24,185,127.5,210,522.5
Anson Nguyen,M,73.8,26,170,125,177.5,472.5
Rayson Sorayama,M,82.2,23,227.5,170,295,692.5
Alexander Phan,M,82.4,25,235,152.5,285,672.5
Brian Crosby,M,82.2,28,215,170,250,635
Joshua Garcez,M,79.6,23,217.5,132.5,247.5,597.5
Ben Rosenbaum,M,79.8,24,222.5,150,225,597.5
Antonio Vaca,M,81.2,19,207.5,142.5,237.5,587.5
Justin Villegas,M,80.6,27,205,125,240,570
Ryan Mendoza,M,80.4,33,195,127.5,230,552.5
Steven Bourdow,M,80.9,25,202.5,115,225,542.5
Carlo Lomanto,M,80,37,190,110,227.5,527.5
Anthony Bui #3,M,81.4,30,190,122.5,205,517.5
Alfonso Martinez,M,81.2,24,175,120,207.5,502.5
Sassan Khatibloo,M,80.9,25,195,152.5,100,447.5
Peter Nguyen #1,M,86.5,27,257.5,137.5,312.5,707.5
Kirk Whittenberg,M,88.8,37,225,197.5,277.5,700
Daniel Guardado Delao,M,89.6,23,245,170,277.5,692.5
Nathan Cosmas,M,89.7,21,230,145,275,650
Corey Kelley,M,89.6,30,225,145,265,635
Chalmer Brickhaus,M,89.4,17,185,137.5,230,552.5
Joel Gonzalez,M,88.4,24,180,135,225,540
Emad Albalas,M,89,25,190,120,207.5,517.5
Lee Seeley,M,99.4,30,275,187.5,317.5,780
Cardell Oliver,M,98.8,40,270,190,317.5,777.5
Ollie Meadows,M,94.8,35,260,190,297.5,747.5
Matthew Wasef,M,99,19,270,170,282.5,722.5
Michael Anguelo,M,98.8,27,252.5,182.5,272.5,707.5
Ian Walsh,M,98.9,29,237.5,152.5,265,655
Eric Hernandez,M,99.5,26,215,147.5,275,637.5
Zachary Vassallo-Perez,M,96.4,24,215,142.5,262.5,620
Elijah Vroman,M,97.6,18,220,147.5,237.5,605
Ian Sanchez #1,M,97.8,25,217.5,125,257.5,600
Michael Arroyo,M,96.2,22,215,132.5,237.5,585
Zachary Underwood,M,97.2,29,190,117.5,242.5,550
Lance Carmichael,M,98.9,31,185,127.5,232.5,545
Edgar Ramirez,M,94.6,34,202.5,112.5,217.5,532.5
Ferdinand Luis,M,97.4,32,200,135,187.5,522.5
Kirk Crawford,M,108.6,30,282.5,195,282.5,760
Kaleb Tessema,M,109,24,250,180,270,700
Thomas Boni,M,109.2,27,230,165,287.5,682.5
Mychal Haynes,M,101.1,30,212.5,157.5,250,620
Ryan Brosmer,M,106.8,31,220,142.5,227.5,590
Anthony Salas #1,M,122.6,29,292.5,215,305,812.5
Dustin Jackson,M,123.8,27,287.5,195,317.5,800
Peter Salinas,M,119.8,26,272.5,185,282.5,740
Aaron Luther,M,122.4,32,267.5,187.5,282.5,737.5
Evan McDaniel,M,121.8,32,247.5,167.5,285,700
Aaron Volkman,M,115.8,29,220,162.5,280,662.5
Ben Gallaher,M,120.2,33,215,160,277.5,652.5
Josh Conroy,M,122,32,235,147.5,260,642.5
Levi Henrie,M,138.3,27,312.5,227.5,355,895
Adam Rockwell,M,139,25,237.5,217.5,320,775
Roger Guillory,M,132.6,21,290,192.5,285,767.5
Jerel Pippins,M,130.8,31,287.5,185,270,742.5
Arthan Antonio,M,132.2,24,225,182.5,235,642.5
Cody Hanson #1,M,135.2,43,230,150,262.5,642.5
Brandon Rhodes,M,127.2,28,250,137.5,252.5,640
Andrew Rawling,M,140.6,24,300,182.5,320,802.5
Brock Charette,M,179.6,30,280,157.5,290,727.5
Patricia Coates,F,55.1,48,110,57.5,145,312.5
Stephanie Hanson,F,59.1,27,137.5,82.5,175,395
Kristin Irons,F,65.5,24,100,62.5,132.5,295
Sarah Gosdin,F,61.1,36,110,62.5,115,287.5
Dana Follweiler,F,66.2,24,62.5,30,82.5,175
Dakota Duffy,F,80.2,26,140,62.5,155,357.5
Kristyn Whisman,F,79.7,35,112.5,60,145,317.5
Heather Mutchler,F,112.2,28,132.5,97.5,157.5,387.5
Christopher Burgess,M,80.9,28,210,150,255,615
Seth Davis,M,88.9,36,232.5,147.5,242.5,622.5
Roland Wilder,M,99.7,39,215,170,222.5,607.5
John Ignatovich,M,108.8,28,225,182.5,295,702.5
Adam Soley,M,109.2,29,250,165,285,700
Jake Holmes,M,105.7,24,182.5,155,240,577.5
William Johnson,M,123.6,25,272.5,200,330,802.5
Ryan Mahovich,M,125,32,180,140,197.5,517.5
Vivian Mai,F,52,26,105,60,147.5,312.5
Cassandra Palermo,F,54.5,24,100,62.5,155,317.5
Deanna Clegg,F,58.4,28,147.5,92.5,170,410
Diana Garcia,F,58.2,25,120,70,137.5,327.5
Olivia Liong,F,59.9,25,112.5,62.5,132.5,307.5
Kim Prechtl,F,59,29,97.5,55,130,282.5
Jennifer Gahan,F,57.2,29,100,52.5,125,277.5
Veronica Lee,F,59.5,26,95,47.5,132.5,275
Andrea O'Connor,F,59.3,30,102.5,55,112.5,270
Betsy Correa,F,58.5,35,72.5,45,97.5,215
Monica Enlow,F,67.1,25,130,70,167.5,367.5
Raquel Barraza,F,66.8,26,122.5,80,160,362.5
Irene Truong,F,65.7,30,115,62.5,147.5,325
Mela Ziebell,F,64.1,40,100,60,130,290
Heather Sanders,F,74.3,30,120,75,152.5,347.5
Kaity Taylor,F,73.8,29,120,60,127.5,307.5
Abbigaile Urioste,F,75,30,112.5,45,127.5,285
Brittainy Chown,F,80.6,28,182.5,82.5,212.5,477.5
Erin Castioni,F,80,34,122.5,65,147.5,335
Mayra Amezcua,F,96.4,28,142.5,92.5,172.5,407.5
Meena Nang,F,113.2,32,115,67.5,135,317.5
Alison Jernigan,F,103.1,54,72.5,67.5,142.5,282.5
Carlos García,M,66.3,26,160,97.5,177.5,435
Carl Amones,M,74.3,22,232.5,122.5,250,605
Steve Mar,M,72.4,31,212.5,135,237.5,585
Nicholas Rodriguez,M,72.8,24,190,125,192.5,507.5
Christopher Deruyter,M,74.1,25,177.5,120,210,507.5
Dillon Jensen,M,80.1,27,217.5,127.5,275,620
David Johnson,M,80.2,34,185,167.5,242.5,595
Dan Hixson,M,80.4,30,150,95,180,425
Luis De Santiago,M,87.7,31,185,132.5,275,592.5
Bennett Heyrend,M,88.8,23,202.5,155,235,592.5
Angel Salas,M,89.4,26,187.5,127.5,240,555
Jef Johnson,M,98.5,50,222.5,145,257.5,625
Peter Tahk,M,98.1,38,220,122.5,215,557.5
Matthew Torres,M,95.4,31,145,152.5,200,497.5
Travis King,M,99.4,29,162.5,112.5,205,480
Marquis Ware,M,106.5,27,227.5,170,277.5,675
Koby Mallon,M,106.3,22,220,147.5,272.5,640
Aaron Arana,M,122.3,24,287.5,175,295,757.5
Jesse Farwell,M,121.2,33,230,137.5,287.5,655
Gilbert Martinez,M,119.9,27,222.5,170,242.5,635
Adam Rockwell,M,139.4,28,245,210,305,760
Arthan Antonio,M,132.9,24,242.5,175,245,662.5
Daniel Huskins,M,142.1,46,252.5,167.5,317.5,737.5
Sierra Titze,F,53.4,27,95,57.5,122.5,275
Eva Docen,F,58,40,125,70,142.5,337.5
Jasmine Byers,F,59.6,33,80,52.5,97.5,230
Amy Mcbride,F,64.6,32,117.5,75,157.5,350
Anneke Cannon,F,62.6,27,97.5,62.5,125,285
Erika Roberge,F,71.6,29,147.5,70,185,402.5
Alexa Dinger-Hansen,F,81.4,29,115,67.5,145,327.5
